contrast,dissimilarity,homogeneity,energy,correlation,entropy,asm
[0.0],[0.0],[1.0],[0.03634962912194259],[62393895418.05965],[4.643238355457104],[0.03634962912194259]
[0.0],[0.0],[1.0],[0.012079866222136033],[113516083337.42142],[5.113931283711583],[0.012079866222136033]
[0.0],[0.0],[1.0],[0.01571818171853463],[98538424539.72986],[5.010807501833664],[0.01571818171853463]
[0.0],[0.0],[1.0],[0.021634181087498656],[84917452968.18964],[5.003645871968848],[0.021634181087498656]
[0.0],[0.0],[1.0],[0.05112589624020043],[32810903401.373474],[4.498037763371842],[0.05112589624020043]
[0.0],[0.0],[1.0],[0.01211028456528195],[90149409695.75375],[5.06729501717668],[0.01211028456528195]
[0.0],[0.0],[0.9999999999999998],[0.01927453414973291],[67261798576.06638],[4.983543860333598],[0.01927453414973291]
[0.0],[0.0],[1.0],[0.027999189744004532],[77232310696.80092],[4.705548071013006],[0.027999189744004532]
[0.0],[0.0],[0.9999999999999999],[0.041439220175402636],[57120584866.52951],[4.348719237046715],[0.041439220175402636]
[0.0],[0.0],[1.0],[0.022328648305333907],[89206556855.3587],[4.977401379832758],[0.022328648305333907]
[0.0],[0.0],[1.0],[0.019243783393198644],[99452170633.66272],[4.875109058382136],[0.019243783393198644]
[0.0],[0.0],[1.0],[0.03932377674600324],[48092229916.13433],[4.59368255704719],[0.03932377674600324]
[0.0],[0.0],[1.0],[0.007920518614719626],[207384332345.66425],[5.177147367040519],[0.007920518614719626]
[0.0],[0.0],[1.0],[0.0724187409237592],[33089434933.422657],[4.426108738496678],[0.0724187409237592]
[0.0],[0.0],[0.9999999999999998],[0.017838223217672505],[113409980801.32379],[5.087586808894121],[0.017838223217672505]
[0.0],[0.0],[1.0],[0.02015955083867264],[93806691208.62543],[5.04079058635147],[0.02015955083867264]
[0.0],[0.0],[1.0],[0.014203799218178735],[159639531390.63913],[5.067069960950925],[0.014203799218178735]
[0.0],[0.0],[0.9999999999999999],[0.05984008048358603],[38508488304.3914],[4.576141061042667],[0.05984008048358603]
[0.0],[0.0],[0.9999999999999999],[0.032901044064989185],[50827985100.092545],[4.885998347918797],[0.032901044064989185]
[0.0],[0.0],[1.0],[0.08902565545740788],[29164800999.30429],[4.339623517057407],[0.08902565545740788]
[0.0],[0.0],[0.9999999999999999],[0.07269673233406447],[29933271896.514256],[4.550442152099316],[0.07269673233406447]
[0.0],[0.0],[1.0],[0.008756211432391406],[222577157869.48428],[5.077620034327618],[0.008756211432391406]
[0.0],[0.0],[1.0],[0.0275861809389874],[81622731641.44264],[4.899238575621309],[0.0275861809389874]
[0.0],[0.0],[1.0],[0.05027789435435339],[49864072626.05649],[4.697341449089797],[0.05027789435435339]
[0.0],[0.0],[1.0],[0.021486758841101287],[73142210855.08228],[5.0061685445740345],[0.021486758841101287]
[0.0],[0.0],[0.9999999999999999],[0.008019345416734703],[228238265171.72192],[5.192096520826363],[0.008019345416734703]
[0.0],[0.0],[1.0],[0.02355241908365375],[90981384052.70769],[4.9883441776543105],[0.02355241908365375]
[0.0],[0.0],[1.0],[0.0323293071700541],[62571007316.73884],[4.943418437724147],[0.0323293071700541]
[0.0],[0.0],[0.9999999999999999],[0.04794013063759907],[34333865835.574425],[4.648497702410286],[0.04794013063759907]
[0.0],[0.0],[1.0],[0.04097180071594388],[47467781413.011566],[4.783321396234809],[0.04097180071594388]
[0.0],[0.0],[1.0],[0.03919593620525213],[54604487634.33438],[4.779505809629467],[0.03919593620525213]
[0.0],[0.0],[0.9999999999999999],[0.06948881556764865],[28888554735.29665],[4.555401998795444],[0.06948881556764865]
[0.0],[0.0],[1.0],[0.04995744584291588],[38351884671.42053],[4.7805015413585235],[0.04995744584291588]
[0.0],[0.0],[0.9999999999999999],[0.03298590053541223],[38707317065.8405],[4.562514997290595],[0.03298590053541223]
[0.0],[0.0],[0.9999999999999999],[0.0383505118894086],[60123728440.56877],[4.8538448968821015],[0.0383505118894086]
[0.0],[0.0],[1.0],[0.024407658641851154],[114747140612.70377],[4.73163602011394],[0.024407658641851154]
[0.0],[0.0],[1.0],[0.04447965403634801],[51810913330.74584],[4.648957858138555],[0.04447965403634801]
[0.0],[0.0],[1.0],[0.035428038907340066],[53150686011.60732],[4.86280758628287],[0.035428038907340066]
[0.0],[0.0],[1.0],[0.004744239476964858],[285875923106.2652],[5.403603835376873],[0.004744239476964858]
[0.0],[0.0],[1.0],[0.04318432833173881],[52975116012.04402],[4.801955264922926],[0.04318432833173881]
[0.0],[0.0],[1.0],[0.03537681689111045],[65581120070.824776],[4.826437578926071],[0.03537681689111045]
[0.0],[0.0],[1.0],[0.03448772073603165],[78618567182.43428],[4.315950259936618],[0.03448772073603165]
[0.0],[0.0],[1.0],[0.021493321247539207],[119454233816.2491],[4.499551696210538],[0.021493321247539207]
[0.0],[0.0],[1.0],[0.08940282499925047],[21977591561.740128],[4.111056318676054],[0.08940282499925047]
[0.0],[0.0],[1.0],[0.007776514536808222],[263345369189.16714],[5.218807184896734],[0.007776514536808222]
[0.0],[0.0],[0.9999999999999999],[0.0587476074833867],[32419759017.35395],[4.4981979085190495],[0.0587476074833867]
[0.0],[0.0],[1.0],[0.023521508287525448],[121995232187.58546],[4.393447859467327],[0.023521508287525448]
[0.0],[0.0],[1.0],[0.15745319171140704],[14167905463.57007],[3.7565618351993546],[0.15745319171140704]
[0.0],[0.0],[1.0000000000000002],[0.006653508502203808],[229564896518.6571],[5.377233672569432],[0.006653508502203808]
[0.0],[0.0],[1.0],[0.03130343112063674],[89217459152.9072],[4.316577931323593],[0.03130343112063674]
[0.0],[0.0],[1.0000000000000002],[0.02847917710815194],[30431060439.267387],[4.381304295010275],[0.02847917710815194]
[0.0],[0.0],[0.9999999999999999],[0.010631592689510517],[172737199856.4557],[5.034936285510739],[0.010631592689510517]
[0.0],[0.0],[1.0],[0.0108900367707224],[169453040482.25208],[5.016771550957035],[0.0108900367707224]
[0.0],[0.0],[0.9999999999999999],[0.08898055911543679],[24989007249.020416],[4.244999817543443],[0.08898055911543679]
[0.0],[0.0],[1.0],[0.015639099088365496],[139367260673.65573],[4.858677037080652],[0.015639099088365496]
[0.0],[0.0],[1.0],[0.06144069284320149],[29764264880.641125],[4.517159601785748],[0.06144069284320149]
[0.0],[0.0],[1.0],[0.11136326953653898],[17675909622.525246],[3.7943352499637673],[0.11136326953653898]
[0.0],[0.0],[1.0],[0.01583655755421226],[128568370275.86552],[4.631730638892009],[0.01583655755421226]
[0.0],[0.0],[1.0],[0.0918837757486356],[18892356087.81611],[3.8768214291959247],[0.0918837757486356]
[0.0],[0.0],[0.9999999999999999],[0.0641420826130522],[31075156773.705624],[4.327078452006737],[0.0641420826130522]
[0.0],[0.0],[1.0],[0.008115876577367119],[58971452318.48027],[5.024577895510539],[0.008115876577367119]
[0.0],[0.0],[1.0],[0.09925970257331881],[19715982115.443455],[4.080946854271641],[0.09925970257331881]
[0.0],[0.0],[1.0],[0.017563850267666888],[121382648373.53397],[4.929553749641999],[0.017563850267666888]
[0.0],[0.0],[1.0],[0.08724252433095826],[23862832303.942406],[4.236811370558362],[0.08724252433095826]
[0.0],[0.0],[1.0],[0.09276357547183638],[18647695178.76604],[4.031621612654501],[0.09276357547183638]
[0.0],[0.0],[0.9999999999999998],[0.11900672799428315],[15620965200.068832],[3.7205187668362867],[0.11900672799428315]
[0.0],[0.0],[0.9999999999999999],[0.04688122288290188],[39437401558.17796],[4.662403893970914],[0.04688122288290188]
[0.0],[0.0],[1.0],[0.12898238298362125],[16246324639.10574],[3.7712137569101243],[0.12898238298362125]
[0.0],[0.0],[1.0],[0.018459742970783996],[66116610975.65626],[4.708305395790785],[0.018459742970783996]
[0.0],[0.0],[0.9999999999999999],[0.03451770153480721],[43413550534.98563],[4.6265809517275205],[0.03451770153480721]
[0.0],[0.0],[1.0],[0.010301659982979761],[116069861919.43265],[5.114473790847785],[0.010301659982979761]
[0.0],[0.0],[0.9999999999999999],[0.012873792919042287],[34109202526.43984],[4.689454107925841],[0.012873792919042287]
[0.0],[0.0],[1.0],[0.0892372765718921],[21918509285.34378],[4.188610774808753],[0.0892372765718921]
[0.0],[0.0],[0.9999999999999999],[0.011968201886336873],[114744270660.74844],[5.279759814142555],[0.011968201886336873]
[0.0],[0.0],[1.0],[0.01030900699526674],[124936887306.74042],[5.195582614002341],[0.01030900699526674]
[0.0],[0.0],[0.9999999999999999],[0.008890886071836262],[153485369798.51825],[5.237525763300301],[0.008890886071836262]
[0.0],[0.0],[1.0],[0.04358269973847946],[54455977347.9937],[4.545322216069302],[0.04358269973847946]
[0.0],[0.0],[1.0],[0.014108575235142553],[155980446489.32455],[4.944358284337421],[0.014108575235142553]
[0.0],[0.0],[1.0],[0.030154182925793915],[93813459518.59225],[4.331484226903491],[0.030154182925793915]
[0.0],[0.0],[1.0],[0.06570800740389351],[24156248841.0139],[4.3111176188203855],[0.06570800740389351]
[0.0],[0.0],[1.0],[0.18572537582388188],[11628095421.932566],[3.100195933638782],[0.18572537582388188]
[0.0],[0.0],[1.0],[0.01165441222012858],[126732516421.22546],[5.04854181181041],[0.01165441222012858]
[0.0],[0.0],[1.0],[0.19935491259378688],[13339621549.070295],[3.299836918873231],[0.19935491259378688]
[0.0],[0.0],[1.0],[0.045120292821475685],[57183796140.67807],[4.220514695837156],[0.045120292821475685]
[0.0],[0.0],[0.9999999999999998],[0.13426141423402133],[14611565982.528095],[3.7493625117269636],[0.13426141423402133]
[0.0],[0.0],[1.0],[0.15043542481148253],[13930090013.215965],[3.513991438790346],[0.15043542481148253]
[0.0],[0.0],[1.0],[0.111602093248749],[16981720687.675785],[3.7304859931176484],[0.111602093248749]
[0.0],[0.0],[1.0],[0.009169829866313426],[140639608786.95734],[5.321482793201546],[0.009169829866313426]
[0.0],[0.0],[1.0],[0.060296098688100985],[27394813350.79803],[4.312954439384218],[0.060296098688100985]
[0.0],[0.0],[1.0],[0.03326131314331642],[49485127921.75119],[4.680436077920764],[0.03326131314331642]
[0.0],[0.0],[1.0],[0.05155713783221649],[32523923656.538307],[4.475006848960264],[0.05155713783221649]
[0.0],[0.0],[1.0],[0.02615109062768907],[63198545686.264534],[4.924348632268234],[0.02615109062768907]
[0.0],[0.0],[0.9999999999999999],[0.1339558395402271],[14574840815.057995],[3.547913620707614],[0.1339558395402271]
[0.0],[0.0],[1.0],[0.024994679487239962],[83727566147.01535],[4.7160909590375475],[0.024994679487239962]
[0.0],[0.0],[1.0],[0.024076097150063095],[85224740853.66554],[4.763197142016547],[0.024076097150063095]
[0.0],[0.0],[0.9999999999999999],[0.010931744012978884],[132492976210.856],[5.268135890289311],[0.010931744012978884]
[0.0],[0.0],[1.0],[0.01029023976551022],[131214623496.87148],[5.208565780688327],[0.01029023976551022]
[0.0],[0.0],[1.0],[0.10167719864814467],[17522562516.08909],[3.832085941712748],[0.10167719864814467]
[0.0],[0.0],[0.9999999999999999],[0.021917487051598024],[40525282103.770355],[4.683584922298675],[0.021917487051598024]
[0.0],[0.0],[1.0],[0.010474627850184371],[135592385069.1034],[5.258973110510425],[0.010474627850184371]
[0.0],[0.0],[1.0],[0.014404911565913113],[151850205052.22498],[4.929820072748951],[0.014404911565913113]
[0.0],[0.0],[1.0],[0.1087396935221645],[14719306455.409548],[3.6165963656388396],[0.1087396935221645]
[0.0],[0.0],[1.0],[0.06159737089412665],[22491450521.455387],[4.227576844751167],[0.06159737089412665]
[0.0],[0.0],[1.0],[0.09379428340534157],[20810406427.06464],[4.081690878049279],[0.09379428340534157]
[0.0],[0.0],[0.9999999999999999],[0.016503848779186474],[40420204424.7127],[4.866305959900772],[0.016503848779186474]
[0.0],[0.0],[1.0],[0.01372128521865756],[33761419696.419914],[4.912540517245311],[0.01372128521865756]
[0.0],[0.0],[1.0],[0.052120174067454325],[30318031590.28887],[4.526206121687199],[0.052120174067454325]
[0.0],[0.0],[0.9999999999999999],[0.07460715744915608],[25507149090.997444],[4.2667406838734365],[0.07460715744915608]
[0.0],[0.0],[1.0],[0.06195787737382129],[25781513043.772133],[4.249532753345177],[0.06195787737382129]
[0.0],[0.0],[1.0],[0.11716554761972353],[14516579774.323523],[3.665462647344399],[0.11716554761972353]
[0.0],[0.0],[1.0],[0.10817709169861292],[16197549064.375063],[3.799115143779619],[0.10817709169861292]
[0.0],[0.0],[1.0],[0.0346858341649416],[44392910107.768486],[4.734218282409271],[0.0346858341649416]
[0.0],[0.0],[1.0],[0.06091178349330943],[27635380176.004692],[4.321345026057678],[0.06091178349330943]
[0.0],[0.0],[1.0],[0.054492682802665726],[29226275648.554535],[4.422931304448704],[0.054492682802665726]
[0.0],[0.0],[1.0],[0.022864003213817246],[80362583127.49155],[4.915120611829745],[0.022864003213817246]
[0.0],[0.0],[1.0],[0.017282196297265066],[139165812261.96124],[4.676023380892071],[0.017282196297265066]
[0.0],[0.0],[1.0],[0.008689562482236395],[103160763995.04],[5.180337471144387],[0.008689562482236395]
[0.0],[0.0],[1.0],[0.10292517445072094],[16219295796.665321],[3.8679231679817847],[0.10292517445072094]
[0.0],[0.0],[1.0],[0.008639758560431362],[157287197328.3018],[5.203038629887411],[0.008639758560431362]
[0.0],[0.0],[1.0],[0.009969181986155342],[132038128330.61816],[5.186374536106384],[0.009969181986155342]
[0.0],[0.0],[1.0],[0.12949760715619585],[12878337523.934347],[3.5847381656295156],[0.12949760715619585]
[0.0],[0.0],[1.0],[0.07193122276543734],[26607997527.271904],[4.258947595158476],[0.07193122276543734]
[0.0],[0.0],[1.0],[0.06055289731763536],[33940351551.06103],[3.9603267968566866],[0.06055289731763536]
[0.0],[0.0],[1.0],[0.022257949336167947],[129228215397.57333],[4.500786764855883],[0.022257949336167947]
[0.0],[0.0],[1.0],[0.16272084128934192],[14978496187.324291],[3.4680562000073882],[0.16272084128934192]
[0.0],[0.0],[1.0],[0.05633417353214218],[51977925928.70084],[3.949416690481583],[0.05633417353214218]
[0.0],[0.0],[1.0],[0.03732051573528],[64888893031.31658],[4.338931294427262],[0.03732051573528]
[0.0],[0.0],[1.0000000000000002],[0.06790522660408418],[23749114414.960403],[4.211078153797511],[0.06790522660408418]
[0.0],[0.0],[1.0],[0.14037088602359668],[10880742067.801722],[3.2337643693297173],[0.14037088602359668]
[0.0],[0.0],[0.9999999999999999],[0.009666008697818036],[166346513895.43756],[5.144172959092053],[0.009666008697818036]
[0.0],[0.0],[1.0],[0.05062796015182311],[27033896028.857098],[4.406604513208984],[0.05062796015182311]
[0.0],[0.0],[1.0],[0.04984245404939991],[24923618146.817158],[4.480050604098955],[0.04984245404939991]
[0.0],[0.0],[1.0],[0.04043931228448669],[31569679240.768444],[4.5120772175633705],[0.04043931228448669]
[0.0],[0.0],[1.0],[0.19344790853211147],[11160854098.605902],[3.182606215636147],[0.19344790853211147]
[0.0],[0.0],[1.0],[0.016345237932660118],[94685426924.67128],[4.802481123259194],[0.016345237932660118]
[0.0],[0.0],[1.0],[0.08353104723914337],[25558414328.117172],[4.132116748921788],[0.08353104723914337]
[0.0],[0.0],[1.0],[0.1220939647397882],[15147488157.380596],[3.8045102690786043],[0.1220939647397882]
[0.0],[0.0],[1.0],[0.051292320028109246],[32085336433.12067],[4.5571413541857435],[0.051292320028109246]
[0.0],[0.0],[0.9999999999999999],[0.01693157345015041],[79396173957.73763],[5.171609694357858],[0.01693157345015041]
[0.0],[0.0],[1.0],[0.023423499739162995],[65390621694.286575],[4.868466886219428],[0.023423499739162995]
[0.0],[0.0],[1.0000000000000002],[0.019293187265304677],[46612274241.0557],[5.014568883481193],[0.019293187265304677]
[0.0],[0.0],[0.9999999999999999],[0.02432120594388969],[54899166498.36848],[5.024364391043434],[0.02432120594388969]
[0.0],[0.0],[1.0],[0.016096251454634333],[129234153556.97107],[4.694723141453819],[0.016096251454634333]
[0.0],[0.0],[1.0],[0.019349110091859637],[70515729716.80391],[5.040131699882685],[0.019349110091859637]
[0.0],[0.0],[1.0],[0.08049181557111978],[30244697974.30486],[3.4233300091662473],[0.08049181557111978]
[0.0],[0.0],[1.0],[0.012946851157506071],[170674910238.50134],[5.076257878594785],[0.012946851157506071]
[0.0],[0.0],[1.0],[0.1223704666573938],[18356842730.62069],[3.89829389592328],[0.1223704666573938]
[0.0],[0.0],[0.9999999999999998],[0.016442617409802136],[84852191481.10565],[5.1585406095574085],[0.016442617409802136]
[0.0],[0.0],[1.0],[0.06742674479784566],[17318361534.427006],[4.231230813898343],[0.06742674479784566]
[0.0],[0.0],[0.9999999999999998],[0.17250978492404878],[7901550920.251815],[3.140321701480713],[0.17250978492404878]
[0.0],[0.0],[1.0],[0.0912747422610689],[20565800674.480267],[4.217636340360561],[0.0912747422610689]
[0.0],[0.0],[1.0],[0.07705100114631411],[13370878523.599098],[4.405879896054402],[0.07705100114631411]
[0.0],[0.0],[1.0],[0.06683339521521074],[26869555973.186974],[3.9476040582622445],[0.06683339521521074]
[0.0],[0.0],[1.0000000000000002],[0.020135299295468412],[45840420375.82067],[5.1018620310105876],[0.020135299295468412]
[0.0],[0.0],[1.0],[0.11614024453183946],[17466895877.9514],[3.8220259067388653],[0.11614024453183946]
[0.0],[0.0],[1.0],[0.15306044043035671],[10115500589.251709],[3.3436048203716107],[0.15306044043035671]
[0.0],[0.0],[1.0],[0.020959945302074838],[94896731397.20227],[4.793755044363963],[0.020959945302074838]
[0.0],[0.0],[1.0],[0.012670413645805144],[225897391748.1555],[4.84286634892155],[0.012670413645805144]
[0.0],[0.0],[1.0],[0.2329278118042558],[10333936630.218575],[3.3223433348048528],[0.2329278118042558]
[0.0],[0.0],[1.0],[0.11188342849243521],[21473229586.650894],[4.032729081157976],[0.11188342849243521]
[0.0],[0.0],[1.0],[0.2156746914702698],[10741832861.075241],[3.3589512542142654],[0.2156746914702698]
[0.0],[0.0],[1.0],[0.18578827274289825],[14181769486.663975],[3.544112349228057],[0.18578827274289825]
[0.0],[0.0],[1.0],[0.0100922108245866],[127593257771.71933],[4.902796551343799],[0.0100922108245866]
[0.0],[0.0],[1.0],[0.007280043997833604],[266650004105.7252],[5.212167660168282],[0.007280043997833604]
[0.0],[0.0],[1.0],[0.011439479105732845],[211317882073.69446],[4.959492269717906],[0.011439479105732845]
[0.0],[0.0],[1.0],[0.021636603573060985],[103262280352.86807],[4.93515871114378],[0.021636603573060985]
[0.0],[0.0],[1.0],[0.004453146572147444],[354373269557.9888],[5.465507966006696],[0.004453146572147444]
[0.0],[0.0],[0.9999999999999999],[0.02863521498358328],[88978968320.74098],[4.657831479797025],[0.02863521498358328]
[0.0],[0.0],[0.9999999999999999],[0.08861102908395578],[24956706033.584133],[4.113758330416451],[0.08861102908395578]
[0.0],[0.0],[1.0],[0.007582438327592036],[182390618862.91083],[5.094770821173386],[0.007582438327592036]
[0.0],[0.0],[0.9999999999999999],[0.013428030361174046],[180035381666.10516],[5.084982412762864],[0.013428030361174046]
[0.0],[0.0],[1.0],[0.05082489788711151],[38604412240.78008],[4.490265284751439],[0.05082489788711151]
[0.0],[0.0],[1.0],[0.013453860338375572],[147064796103.3756],[4.937182689412969],[0.013453860338375572]
[0.0],[0.0],[1.0],[0.0958474552120999],[19399024475.326183],[4.140636445176525],[0.0958474552120999]
[0.0],[0.0],[1.0],[0.2905285751320899],[9835806724.812897],[3.069924307750597],[0.2905285751320899]
[0.0],[0.0],[1.0],[0.027666030886954143],[94899612785.49287],[4.574717047239801],[0.027666030886954143]
[0.0],[0.0],[1.0],[0.1436099453334313],[15444830739.241379],[3.7643963803988365],[0.1436099453334313]
[0.0],[0.0],[1.0],[0.2030349371613567],[13658425315.269419],[3.657764465278027],[0.2030349371613567]
[0.0],[0.0],[1.0],[0.007093730636522447],[254992237588.36795],[5.195054071243417],[0.007093730636522447]
[0.0],[0.0],[1.0],[0.20353191867763354],[12641908008.56244],[3.529216174141294],[0.20353191867763354]
[0.0],[0.0],[1.0],[0.03223729547142311],[82201634592.08783],[4.498432870334087],[0.03223729547142311]
[0.0],[0.0],[1.0000000000000002],[0.004782333998042815],[326350324539.70715],[5.436224343387263],[0.004782333998042815]
[0.0],[0.0],[1.0],[0.08293909145425539],[26255546336.745556],[4.382258709484452],[0.08293909145425539]
[0.0],[0.0],[0.9999999999999999],[0.009980390380434094],[54835521266.81881],[4.979119979303172],[0.009980390380434094]
[0.0],[0.0],[0.9999999999999999],[0.006643383347587996],[159291041395.7876],[5.221382128772393],[0.006643383347587996]
[0.0],[0.0],[1.0],[0.02636457508704791],[91211916848.94113],[4.738084639623553],[0.02636457508704791]
[0.0],[0.0],[1.0],[0.0066631618550426295],[230514241944.571],[5.198291660418699],[0.0066631618550426295]
[0.0],[0.0],[1.0],[0.09860497717325996],[23463577054.409843],[4.090830942956437],[0.09860497717325996]
[0.0],[0.0],[1.0],[0.01668024713667854],[145322471754.64566],[4.615480449879028],[0.01668024713667854]
[0.0],[0.0],[0.9999999999999999],[0.010670259274954092],[225009863777.6433],[5.04447146706984],[0.010670259274954092]
[0.0],[0.0],[1.0],[0.0053272736264723605],[337261838439.38257],[5.360643042003231],[0.0053272736264723605]
[0.0],[0.0],[1.0],[0.007953911978798751],[232422332682.9855],[5.214836786984841],[0.007953911978798751]
[0.0],[0.0],[1.0],[0.11070800474263241],[18566067162.600357],[4.1365491779366526],[0.11070800474263241]
[0.0],[0.0],[1.0],[0.01743100532004349],[130335696256.12003],[4.564817541321767],[0.01743100532004349]
[0.0],[0.0],[1.0],[0.013001391106526225],[158962008089.4395],[5.070125656324407],[0.013001391106526225]
[0.0],[0.0],[1.0],[0.03300522381006511],[85890463529.22821],[4.357394098782027],[0.03300522381006511]
[0.0],[0.0],[1.0],[0.059656302268464065],[34843413868.93373],[4.539510802107446],[0.059656302268464065]
[0.0],[0.0],[1.0],[0.020278747258443176],[125580201695.3245],[4.542707225094337],[0.020278747258443176]
[0.0],[0.0],[1.0],[0.053576182162813],[50469706211.0784],[4.069010202371704],[0.053576182162813]
[0.0],[0.0],[1.0],[0.12785147623654253],[16728527644.506905],[3.7412081050081203],[0.12785147623654253]
[0.0],[0.0],[1.0],[0.05873627622979878],[33396897230.398247],[4.210374164964774],[0.05873627622979878]
[0.0],[0.0],[1.0],[0.00846687425127995],[223284673745.89056],[5.116974818348353],[0.00846687425127995]
[0.0],[0.0],[1.0],[0.25184274075157953],[10247172072.252302],[3.014909059885084],[0.25184274075157953]
[0.0],[0.0],[1.0],[0.04132204987503945],[60301005551.57985],[4.176425629205506],[0.04132204987503945]
[0.0],[0.0],[1.0],[0.06736778731520586],[37602654688.85271],[4.119975727941055],[0.06736778731520586]
[0.0],[0.0],[1.0],[0.011045041123118738],[168018437180.5909],[4.982258197449687],[0.011045041123118738]
[0.0],[0.0],[0.9999999999999999],[0.012311040294143033],[77727076113.26784],[4.979722366316568],[0.012311040294143033]
[0.0],[0.0],[1.0],[0.006886929406060113],[122188836442.48938],[5.29030511551504],[0.006886929406060113]
[0.0],[0.0],[1.0],[0.05644118194496679],[28685008777.584007],[4.554937256471543],[0.05644118194496679]
[0.0],[0.0],[1.0],[0.06903444645871769],[25491027185.107124],[4.388370814992788],[0.06903444645871769]
[0.0],[0.0],[0.9999999999999999],[0.0654197111238622],[29906823276.180286],[4.323614728962168],[0.0654197111238622]
[0.0],[0.0],[0.9999999999999999],[0.026348317294965756],[84683660279.57567],[4.349074307786655],[0.026348317294965756]
[0.0],[0.0],[0.9999999999999999],[0.013868852852462634],[181160915349.9809],[4.776744873208283],[0.013868852852462634]
[0.0],[0.0],[1.0],[0.0732569632816258],[25245933071.48064],[4.192247867001802],[0.0732569632816258]
[0.0],[0.0],[1.0],[0.012859359725335428],[223353990700.88934],[4.830879384615619],[0.012859359725335428]
[0.0],[0.0],[1.0],[0.24159444791570844],[9723564628.852213],[2.772717005349543],[0.24159444791570844]
[0.0],[0.0],[1.0],[0.062065839523683136],[47572390212.771484],[3.9301895293769364],[0.062065839523683136]
[0.0],[0.0],[0.9999999999999999],[0.025804600999913482],[79379711390.89293],[4.948584763600165],[0.025804600999913482]
[0.0],[0.0],[1.0],[0.009245868569124972],[206225613013.62396],[4.9845006468699955],[0.009245868569124972]
[0.0],[0.0],[1.0],[0.02051265112174936],[136645757882.54245],[4.529022052398629],[0.02051265112174936]
[0.0],[0.0],[1.0],[0.14334339563705029],[19156114228.810852],[3.841604193691185],[0.14334339563705029]
[0.0],[0.0],[1.0],[0.17747231735858196],[13327304642.4326],[3.4942476194227834],[0.17747231735858196]
[0.0],[0.0],[0.9999999999999999],[0.21429694351279874],[11795094984.864775],[3.532395506588572],[0.21429694351279874]
[0.0],[0.0],[1.0],[0.013865552365734543],[154044733490.51038],[4.965259020319639],[0.013865552365734543]
[0.0],[0.0],[0.9999999999999999],[0.04320054478779919],[66668352001.41039],[4.503645362729068],[0.04320054478779919]
[0.0],[0.0],[1.0],[0.03432516334289472],[88846414158.55093],[4.2421690222507715],[0.03432516334289472]
[0.0],[0.0],[1.0],[0.1304832836820544],[16470559491.819899],[4.01894223779379],[0.1304832836820544]
[0.0],[0.0],[0.9999999999999999],[0.00494278068051739],[361807393111.8602],[5.426610666215301],[0.00494278068051739]
[0.0],[0.0],[1.0],[0.007658383954868351],[180481888559.74805],[5.084656415854364],[0.007658383954868351]
[0.0],[0.0],[1.0],[0.005757448933320908],[210120372023.4748],[5.250715365411566],[0.005757448933320908]
[0.0],[0.0],[1.0],[0.04373307426169586],[25412681264.41057],[4.2484397626086485],[0.04373307426169586]
[0.0],[0.0],[0.9999999999999999],[0.0748367867860039],[42987490665.57439],[3.362592763225341],[0.0748367867860039]
[0.0],[0.0],[1.0],[0.1501934096158292],[14491598592.406624],[3.777790119595042],[0.1501934096158292]
[0.0],[0.0],[1.0],[0.005980695842806209],[260907255735.10028],[5.221744850067618],[0.005980695842806209]
[0.0],[0.0],[1.0],[0.12362524348708077],[16077377531.113598],[3.7185654057209514],[0.12362524348708077]
[0.0],[0.0],[1.0],[0.029682627501690487],[85076782042.60535],[4.268646838440363],[0.029682627501690487]
[0.0],[0.0],[1.0],[0.00832278725053994],[105302705861.26196],[4.953608524395105],[0.00832278725053994]
[0.0],[0.0],[1.0],[0.02840841940268153],[92676510488.01166],[4.5525440965704895],[0.02840841940268153]
[0.0],[0.0],[1.0],[0.0231391536592061],[114057536127.03702],[4.547417735823357],[0.0231391536592061]
[0.0],[0.0],[1.0],[0.08066702688329175],[24882045278.221542],[4.385553326013565],[0.08066702688329175]
[0.0],[0.0],[1.0],[0.16223016661984935],[15112443417.37616],[3.714390325008127],[0.16223016661984935]
[0.0],[0.0],[0.9999999999999999],[0.010009370748259073],[245039527110.77872],[5.0142848475973985],[0.010009370748259073]
[0.0],[0.0],[1.0000000000000002],[0.0057842148994882115],[288953104637.496],[5.33892012793835],[0.0057842148994882115]
[0.0],[0.0],[1.0000000000000002],[0.020649027115510848],[103434944781.02182],[4.873370774038074],[0.020649027115510848]
[0.0],[0.0],[1.0],[0.007805266259084459],[204908553746.2598],[5.204522361515793],[0.007805266259084459]
[0.0],[0.0],[1.0],[0.006874552305265094],[301344126860.1212],[5.298734998179436],[0.006874552305265094]
[0.0],[0.0],[1.0],[0.00755805254942768],[276370018159.3646],[5.253482157304318],[0.00755805254942768]
[0.0],[0.0],[1.0],[0.013588068561263732],[140068100188.05334],[5.14491316812774],[0.013588068561263732]
[0.0],[0.0],[1.0000000000000002],[0.01308100236788001],[140067220506.85767],[5.043210641390631],[0.01308100236788001]
[0.0],[0.0],[1.0],[0.008268015113971953],[284216319831.5508],[5.107104881181868],[0.008268015113971953]
[0.0],[0.0],[1.0],[0.0179119774453939],[96593298113.08104],[5.12429180462983],[0.0179119774453939]
[0.0],[0.0],[0.9999999999999999],[0.012930466938229336],[192186141144.96323],[4.933515573991047],[0.012930466938229336]
